"Crash ID","Traffic Unit ID","DOT Case Number","Year","Traffic Unit Number","Traffic Unit Type Code","Traffic Unit Type Code Text Format","Qualifying Commercial Vehicle Code","Qualifying Commercial Vehicle Code Text Format","Vehicle Type","Vehicle Type Text Format","Vehicle Maneuver Prefix","Vehicle Maneuver Prefix Text Format","Vehicle Maneuver Suffix","Vehicle Maneuver Suffix Text Format","Pedestrian Maneuver","Pedestrian Maneuver Text Format","Vehicle Operator or Pedestrian Sex","Vehicle Operator or Pedestrian Sex Text Format","Vehicle Operator or Pedestrian Age","Vehicle or Pedestrian Direction","Vehicle or Pedestrian Direction Text Format","Vehicle Operator or Pedestrian Alcohol or Drugs Code","Vehicle Operator or Pedestrian Alcohol or Drugs Code Text Format","First Object Struck","First Object Struck Text Format","Second Object Struck","Second Object Struck Text Format"
"1449177","2705593","119608","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","19","4","West","0","No indication or unknown","","","",""
"1449227","2705691","119658","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","31","4","West","0","No indication or unknown","","","",""
"1449339","2705906","119778","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","50","3","East","0","No indication or unknown","","","",""
"1449674","2706550","120130","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","4","West","0","No indication or unknown","","","",""
"1449925","2707022","120395","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","17","Vehicle Skidding in Roadway","","","1","Male","17","1","North","0","No indication or unknown","","","",""
"1449987","2707133","120458","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","9","Vehicle Turning Left from Proper Lane","","","2","Female","40","1","North","0","No indication or unknown","","","",""
"1450097","2707337","120573","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","26","4","West","0","No indication or unknown","","","",""
"1450227","2707599","120710","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","13","1","North","0","No indication or unknown","","","",""
"1450244","2707632","120728","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","11","1","North","0","No indication or unknown","","","",""
"1450277","2707691","120762","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","28","2","South","0","No indication or unknown","","","",""
"1450295","2707729","120782","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","1","North","0","No indication or unknown","","","",""
"1450380","2707888","120871","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","2","Vehicle Slowing For","31","Traffic Signal","","","1","Male","9","1","North","0","No indication or unknown","","","",""
"1450456","2708031","120951","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","17","4","West","0","No indication or unknown","","","",""
"1450668","2708449","121173","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","49","3","East","0","No indication or unknown","","","",""
"1450810","2708723","121322","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","16","1","North","0","No indication or unknown","","","",""
"1450892","2708874","121408","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","18","1","North","1","Had Been Drinking (Blood Alcohol < 0.10)","","","",""
"1450964","2709014","121484","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","3","East","0","No indication or unknown","","","",""
"1450983","2709048","121504","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","81","4","West","0","No indication or unknown","","","",""
"1451060","2709186","121588","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","6","3","East","0","No indication or unknown","","","",""
"1451162","2709379","121697","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","1","North","0","No indication or unknown","","","",""
"1451324","2709700","121865","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","31","2","South","0","No indication or unknown","","","",""
"1451469","2709977","122015","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","11","3","East","0","No indication or unknown","","","",""
"1451513","2710065","122062","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","33","3","East","0","No indication or unknown","","","",""
"1451912","2710855","122478","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","9","4","West","0","No indication or unknown","","","",""
"1451921","2710872","122488","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","22","3","East","0","No indication or unknown","","","",""
"1451955","2710943","122523","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","30","2","South","0","No indication or unknown","","","",""
"1451982","2710990","122550","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","8","4","West","0","No indication or unknown","","","",""
"1452002","2711028","122570","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","9","Vehicle Turning Left from Proper Lane","","","1","Male","28","3","East","0","No indication or unknown","","","",""
"1452154","2711283","122725","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","29","3","East","0","No indication or unknown","","","",""
"1452615","2712017","123199","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","8","4","West","0","No indication or unknown","","","",""
"1452630","2712046","123214","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","4","Vehicle Skidded Slowing or Stopping For","33","Traffic Sign","","","1","Male","9","1","North","0","No indication or unknown","","","",""
"1452740","2712254","123333","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","3","Vehicle on Wrong Side of Road","","","1","Male","13","4","West","0","No indication or unknown","","","",""
"1452805","2712381","123403","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","2","Vehicle Slowing For","43","Turn Right","","","1","Male","16","3","East","0","No indication or unknown","","","",""
"1452849","2712470","123449","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","9","Vehicle Turning Left from Proper Lane","","","1","Male","9","2","South","0","No indication or unknown","","","",""
"1453329","2713388","123948","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","11","4","West","0","No indication or unknown","","","",""
"1453380","2713501","124003","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","9","Vehicle Turning Left from Proper Lane","","","1","Male","12","3","East","0","No indication or unknown","","","",""
"1453575","2713876","124204","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","11","1","North","0","No indication or unknown","","","",""
"1453597","2713922","124229","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","4","West","0","No indication or unknown","","","",""
"1453800","2714291","124435","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","3","Vehicle on Wrong Side of Road","","","1","Male","19","3","East","0","No indication or unknown","","","",""
"1453838","2714360","124473","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","11","4","West","0","No indication or unknown","","","",""
"1453857","2714397","124492","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","23","2","South","0","No indication or unknown","","","",""
"1453901","2714485","124540","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","2","South","0","No indication or unknown","","","",""
"1454053","2714783","124704","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","5","Vehicle Passing Same Direction on Right","","","2","Female","30","1","North","0","No indication or unknown","","","",""
"1454084","2714846","124735","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","13","1","North","0","No indication or unknown","","","",""
"1454115","2714906","124768","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","","1","North","0","No indication or unknown","","","",""
"1454165","2715002","124818","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","2","South","0","No indication or unknown","","","",""
"1454413","2715464","125079","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","20","2","South","0","No indication or unknown","","","",""
"1454427","2715491","125094","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","16","1","North","0","No indication or unknown","","","",""
"1454477","2715591","125147","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","9","Vehicle Turning Left from Proper Lane","","","1","Male","33","4","West","1","Had Been Drinking (Blood Alcohol < 0.10)","","","",""
"1454656","2715938","125331","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","2","South","0","No indication or unknown","","","",""
"1454938","2716481","125625","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","14","4","West","0","No indication or unknown","","","",""
"1454963","2716523","125650","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","4","West","0","No indication or unknown","","","",""
"1455081","2716731","125773","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","4","Vehicle Skidded Slowing or Stopping For","7","Vehicle Turning Right from Proper Lane","","","1","Male","25","3","East","0","No indication or unknown","","","",""
"1455106","2716774","125800","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","13","4","West","0","No indication or unknown","","","",""
"1455143","2716859","125840","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","41","2","South","0","No indication or unknown","","","",""
"1455188","2716942","125893","1995","1","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","15","4","West","0","No indication or unknown","","","",""
"1455218","2717003","125923","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","5","Vehicle Passing Same Direction on Right","","","1","Male","15","2","South","0","No indication or unknown","","","",""
"1455238","2717041","125945","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","10","Vehicle Turning Left from Improper Lane","","","1","Male","16","2","South","0","No indication or unknown","","","",""
"1455251","2717069","125958","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","38","3","East","0","No indication or unknown","","","",""
"1455298","2717159","126010","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","7","Vehicle Turning Right from Proper Lane","","","1","Male","17","2","South","0","No indication or unknown","","","",""
"1455301","2717164","126013","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","20","1","North","0","No indication or unknown","","","",""
"1455370","2717296","126084","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","41","4","West","0","No indication or unknown","","","",""
"1455436","2717422","126151","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","12","2","South","0","No indication or unknown","","","",""
"1455458","2717463","126174","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","13","Vehicle Turning Left from Driveway","","","1","Male","15","2","South","0","No indication or unknown","","","",""
"1455469","2717481","126187","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","2","Female","12","3","East","0","No indication or unknown","","","",""
"1455570","2717682","126290","1995","2","1","Contact Vehicle","2","No, this is not a Qualifying Commercial Vehicle","5","Pedalcycle","1","None Apply","1","Vehicle Going Straight","","","1","Male","34","3","East","0","No indication or unknown","","","",""
